Request time on server, client time on server, client working time 
0.28316726666666664, 0.3638154, 52.6
0.22920724444444443, 0.2885751555555556, 155.2
0.2543259333333333, 0.32190082666666664, 1271.52
0.2549998571428571, 0.3217176761904762, 1880.6857142857143
0.2486794074074074, 0.3155179925925926, 1238.1333333333334
0.23681727878787878, 0.3007243818181818, 994.0909090909091
0.30123187179487176, 0.3664748769230769, 920.7538461538461
0.25085359555555553, 0.31679968444444445, 1022.7066666666667
0.23228988235294118, 0.2945410745098039, 1152.7058823529412
0.23707020350877192, 0.29983980701754387, 4975.736842105263
