Request time on server, client time on server, client working time 
0.1889321333333333, 60.72142566666666, 249.0
0.11937255555555555, 463.82952937777776, 1527.8
0.10895564, 405.9391180666665, 2172.72
0.09989408571428571, 387.42017824761905, 2339.7428571428572
0.09109031111111111, 551.7474376074074, 2022.711111111111
0.09309471333333333, 419.90103064666664, 2651.6
0.08751150666666666, 468.8380605133333, 2835.88
0.09808500666666665, 566.6557381266667, 3146.32
0.09104288, 770.64310692, 2932.82
0.14861428, 875.64417384, 3237.5
