Request time on server, client time on server, client working time 
0.25842511, 141.38700203, 1488.0
0.26146817999999994, 118.37405129999999, 1312.5
0.25518223, 187.84520164999998, 2058.2
0.26069171, 213.23018864, 2370.1
0.24710963000000002, 250.28566781, 2784.0
0.26042544999999995, 313.34573917999995, 3475.6
0.24791346, 388.80926544, 4313.5
0.25537858, 455.46804955, 5000.4
0.25805267, 557.09708065, 6073.5
0.25316297, 564.01643972, 6191.9
0.25268276, 731.7826030499999, 7943.9
