Request time on server, client time on server, client working time 
0.27728463999999997, 8.78612616, 569.8
1.6108755199999998, 119.27173767999999, 3802.0
3.7707950799999996, 105.32335455999998, 3852.0
6.33228788, 236.69720507999997, 6593.0
10.00314424, 297.07668451999996, 7957.6
14.39557548, 332.27325308, 7941.6
19.285401999999998, 316.5168952, 11845.4
24.12643868, 454.5717696, 14660.2
29.283612239999997, 663.95868856, 17970.2
36.637943639999996, 999.5962484, 26870.6
